id,playlist,label
1305815005,3078044991,6
1485555490,5377792761,9
417250207,2876941843,8
1451611884,8186697488,10
1421597900,3132492306,1
477936864,8307422638,3
34532353,5087063584,9
1470070036,2302893023,11
483402579,6670854993,11
22210177,703003861,2
448707028,2072953959,10
1929093477,8478802883,8
1329164026,4942995896,8
1982799628,4869028526,4
2093595099,8177639593,6
28949210,6615733410,4
1491318116,2098892084,4
1842485187,8419640874,6
1439363068,4947207297,1
1973720704,722757196,7
1855293814,8806904045,9
1802813,5347651276,7
479374667,5061259006,1
484808716,2209538297,5
1410090585,4862289279,4
26451076,2503275387,7
1394226924,696692906,3
534540206,2425201557,10
1945433855,2900513716,8
28193275,80322605,9
571605216,996778989,10
5299100,2714167535,10
1076292,5179102596,5
490374,2229692219,7
1952920074,7501602686,0
711209,8469097844,2
1418113001,8465242222,9
493166654,78919837,7
1868168874,405401135,8
1450445206,8780154178,9
2009046232,8468208804,9
1821477965,8741864626,1
1990154664,8480308733,3
20515817,368432270,8
1980152957,8290530384,6
1957279178,7623768916,0
32217079,150870022,6
29129889,4864259831,11
3301923,3064730371,7
1483391358,4985422828,4
1988550809,6746558387,2
1868400854,6883618134,1
113167,8788223599,10
1971665666,411365724,5
1407813608,3191276972,1
29764443,5141026660,0
459139374,6937406446,8
1339319544,2516725467,11
1915811474,6849271393,5
426501183,8788342057,7
2059739330,8870774505,7
1806340902,3196264232,9
545507843,867243542,1
2019583879,5216600680,7
1342500368,7618247726,10
436147286,6755721491,2
2047835495,5083229056,8
2076921536,8514524897,3
1886366521,8479285919,8
2038664012,8159526229,1
1940803005,7122562321,0
1404793966,2109865585,7
1864733667,6652409916,9
475450910,2879635534,11
1857318260,769712302,11
5272420,696507267,11
1378406180,6748996397,8
432509700,2817576501,11
1392971370,5097526676,6
1834648824,6718779602,6
1327972950,392109198,8
1496505254,8413195221,10
468176711,2320125716,2
437605844,5239671330,11
547971220,448444610,11
1372105120,5245531105,1
2086360435,8745990787,5
1399348410,3064706345,7
1416724142,569140857,4
410710571,7111079126,11
515822254,2224319101,6
2084682413,8584755526,6
1419095195,2420151583,6
29480187,2842861987,0
1359853684,867243542,7
1482623141,2893104905,4
1826466350,7493015991,2
1888597878,8216772479,10
2096458224,8875343440,8
507134227,497865353,10
1498631500,3109647052,4
5112348,11144836,1
1445990830,2792952845,10
404721820,7247317753,4
1408903847,5344388186,10
5222768,2301201447,7
1381395866,2477231519,7
1355169880,4898200899,4
1941179145,6924063121,11
2023084063,45800989,1
1345166,2260912152,4
23084261,2091256206,5
1432517199,3207159013,7
2018716431,7128650122,5
1333336680,5179102596,5
1821742141,5065407129,10
1706343,5083229056,8
1871868390,7723848856,4
1830085780,7644507648,10
95796,156934569,5
507585639,3064730371,7
2063150539,5328252627,4
29759622,722835276,6
1919111642,5382781283,8
2085810751,8861252430,9
421423806,2457585377,2
1457681678,4864259831,11
547358350,2678391570,0
1887292410,8757052465,8
27506621,3023068005,1
31134608,95990977,0
27876255,8268927097,3
1363763275,2071874673,6
1825035396,8869550658,11
2033823459,8468792233,1
1949975568,2143237481,7
1944197957,2424030849,3
1426938921,4994541166,10
1822765230,5271767684,11
1931799,7515145345,10
1988926018,8293928661,2
2103790526,7487804350,11
22706980,559674382,1
1478199718,2796008838,3
1803548077,3091075906,6
1857535963,5315893998,5
480769356,5438690263,5
1844004527,460665697,1
1906289528,7316450863,3
1991993422,7035341562,3
30841784,6720176611,6
1849043064,8296776181,2
310844,6957219650,0
544027484,8472456654,5
28267263,4975415173,8
1985107004,5369758494,9
1998135910,7434748808,5
1857059208,6931092604,3
1816777540,497705689,2
31877130,5245531105,1
1234666,2919023249,10
1485009560,7236642242,6
1993409722,8450138320,11
1494979881,4904744539,1
1359179539,2663368987,9
1325479868,2987193702,5
1977503115,8154629424,5
1299153851,8497858201,5
1916381020,7545896882,9
316096,7697588884,2
1842951017,8451933803,2
1996896352,8887064717,8
28844269,78919837,1
22704309,2772167544,1
1474315735,712947899,10
29357030,7780828390,8
2053036,2751914553,4
436633233,6848536262,0
480768665,6851423433,5
1819083289,5132352091,3
1856082636,7502726988,10
1959438742,7694221069,6
1908975439,4975415173,8
1999170057,5474316010,10
1416165387,5484696757,7
27538254,74452528,1
29753832,146402106,7
413834729,7509931883,9
36961587,6890699086,2
1955269220,2862886083,4
600347,635134983,8
511838179,3172065693,11
571338448,2773795481,1
1987454015,7536731516,5
1974443815,2214807639,0
1971056324,8772406818,11
2053919967,709541062,9
1995324009,3180796957,6
404784211,2645583302,5
1843514295,8869550658,11
1853000892,587456669,6
1887199300,867465661,11
16502046,6883618134,1
28691134,7547460128,5
1382117563,5304408133,6
1336077464,906617738,9
1456445961,375782379,11
224837,2084706085,0
1476239407,8743136923,9
1882716480,2392268288,4
515908339,2425201557,10
1474028004,1994479879,7
557544194,8903956910,2
2026056811,7660003187,1
1933063816,8451585453,11
1431969013,7455081285,3
1874430113,4895239160,5
1315445055,4982188875,2
108700,7435077160,11
1406648894,4909949798,5
1915994053,7207328238,2
165008,7552091727,7
425295695,3023068005,1
1862748897,433135980,9
2008082644,7520466528,5
556787933,78919837,1
1456238192,497705689,2
1323245100,5209217058,10
1849011317,433135980,9
2050654473,5218473274,0
1810309396,3099890643,10
486814113,2925357178,3
1849976021,7442451677,6
16846091,4076075,9
1406648894,2335673654,10
1834268297,2806137383,10
1835522184,2335040083,3
1970795431,6971801179,6
459169,5209217058,10
1443009967,4904744539,1
1915877614,6649354467,11
146060,2784097997,11
1363342114,8705260144,8
1345693092,5239671330,11
1406036590,8832888881,11
29737169,3111937014,9
2099742926,7435988776,11
1848667639,5003045500,5
2017650683,6890699086,2
1837620870,121718807,6
484058025,317483117,8
558344,2338300861,5
31301088,8517789200,2
32957760,3102271741,8
1806870110,5369732312,6
1418131335,6830365315,4
1349093690,7371585618,2
1292868,7503124193,5
1815402032,419412404,10
2059780077,8381137468,3
504624714,7382143288,3
1871909635,5351846910,3
1322228648,5468265376,11
26544455,8754212569,5
1351965678,4920405293,10
2090764371,7295090938,2
1937702192,7528200439,11
456370694,8779240651,8
1341623420,3061826802,8
2078700726,7536879176,9
1969519624,6708420602,2
644817,5216600680,7
1939236435,7384054044,6
836368,4869650543,10
1882448842,8143754377,2
570189552,2642276183,1
169247,950230481,10
1458206205,7036186226,11
1920861811,5315893998,5
1488769037,2373633536,8
1307045,2623538245,4
1420580300,460665697,1
5177189,106431310,7
2062199340,2114045303,1
138780,8796936954,7
1418176880,881112102,10
1368695805,5204401228,4
2065856567,8728036201,5
1840861415,6883618134,1
1429407612,831900526,3
2086508616,7015910726,7
1951211851,6765571319,3
2007369342,8847273011,10
1810326834,8731365015,9
27814627,886719843,6
28273865,2850814054,4
1909414208,6892797135,10
1980223370,7661981563,2
5067202,7311911689,2
1924224270,8842764506,8
1361832292,2128095396,1
2079916611,7478920921,4
407764776,493976959,11
1346547763,2967337886,8
1471206334,2663368987,9
2028501552,3071672061,5
1480055876,8433224919,0
2050684657,484879860,3
27567235,605499971,5
1948597685,8019546178,7
1886371885,8480627373,9
567212196,5209217058,10
2015341482,7660003187,1
2054365065,7473673620,6
1919210400,7536680005,6
1877075596,8726330609,8
1437636100,2952572596,10
477144723,2923106536,11
1942691079,8395517725,7
2087597164,2975569907,4
25842623,3019051291,2
532950095,151294356,6
1822832374,3180796957,6
2004602700,7059428332,0
487192704,6677028379,11
537244619,933013073,2
632485,322159605,10
2083483873,8509745381,6
1887985329,2442191549,9
188979,5199155506,0
427546406,2680632572,10
1924096488,6597503641,3
1470832398,2535748388,9
32897786,605740292,5
154171,368254901,7
1776816,8247715597,4
1853086633,5056499919,3
1984321193,8548901201,10
29343126,868285593,11
1875246245,3193802895,0
1916266864,2462557156,6
1383023388,7434400160,4
1919389,139154144,5
1996686226,5030836237,7
450222563,2399935867,10
1378851046,8232537641,3
276262,8413161543,2
1393553542,5179102596,2
468490599,738844198,6
1886160851,8154629424,5
1315187049,7592561661,3
64093,5097526676,6
26521799,108079371,1
1862162804,7529828708,11
465675773,2856131956,4
2105422731,7465628990,8
2062027172,4895239160,5
454435578,628890675,4
29966714,119781436,0
1401354249,3109647052,4
1485343228,2086168960,7
452601948,5180156279,11
32648446,89565945,6
1897678158,4953665085,4
533084759,4888406449,6
1397307932,8775553854,4
1859544212,2430524968,2
26112865,643905772,11
28167640,2836412320,5
28389677,159908000,1
1410661569,2264260780,6
1824933351,8419545818,9
1990204536,8238710383,10
1925560390,5056499919,3
2060367216,2848386823,0
1853253785,2300271910,1
1963238168,8451620486,2
421885199,6625283923,10
1084123,8907664202,2
1881585267,8885498798,7
1478471630,881112102,6
1849196940,8449759704,3
2100332564,8540141216,11
2005016137,8653510334,6
1383927243,8799464474,1
1817960306,8449912804,11
1313495957,6981551845,2
1311345654,749546562,8
1948007389,8544049158,11
1948756998,8478855981,8
27630036,2499781992,3
1979558406,3211867727,0
1368486697,2766794954,4
1941062013,2792153429,0
1453282513,8744256263,7
2091889428,4867431860,10
1923498908,2610231104,3
1334295098,2468033467,4
1412001145,7035341562,3
1983608088,8694707704,11
2085647962,2865851884,3
1842929020,6746945032,5
2056283542,6848536262,0
1954704519,7440304512,6
1388774405,8895450301,9
522320782,7558170824,1
1394183562,5271767684,11
2008789309,7122562321,0
1444086303,3132492306,1
1948756996,8407918035,8
2078371054,8308660296,11
28432646,690375554,9
1886450195,2788431035,3
1980001538,3211867727,5
1814121588,5271767684,11
504264941,2030866279,9
1483076127,3060253856,5
403136290,8810284739,4
27927692,864102417,11
1946661300,7501602686,0
1403093886,5166163255,5
35476792,8411459663,5
1928685874,3191276972,1
516358564,6703766644,5
2076675941,4904744539,1
1417320598,5027178703,5
2022254666,8306564455,5
1418158209,3139136592,10
32432031,2763250486,8
5050338,6731584505,2
1982963230,405401135,8
2059773297,2497856016,9
1919322135,8176942576,1
2085859423,8745990787,5
1475851551,6852074343,5
2102647160,8262542711,4
1306507269,874502722,11
1492276641,6909074810,5
1296903405,5245531105,1
1441698857,2668461637,10
436147067,2165569621,8
1460625175,8900866519,1
408250416,888065791,1
2009757242,8692620666,5
1297451512,471974137,7
28566209,2485993756,11
2042122759,8498321204,2
22753934,5216600680,7
1352195702,2658047965,6
1831460112,8509745381,6
1839243729,8742587183,0
427373604,8207789846,9
1927963135,430359207,6
1817892316,2462557156,6
458238835,7237419999,6
414105629,2301201447,7
31546854,5038621062,9
1962669112,623813202,10
37206198,3023068005,1
28679440,3064730371,7
394031,2562266514,10
2084053068,8772051482,4
556066472,8502131200,2
32957014,76447881,1
1967064151,7694221069,6
1976564914,8759651514,9
1431461211,8290530384,6
4931944,864102417,11
1486997,62687589,2
2001882730,7374462268,5
471968270,315675387,7
500684281,130005178,5
536221524,802060431,6
1973593792,6841645545,3
1495985115,3087636227,8
1936473990,7035341562,3
1476139578,7277997289,1
410518453,5132919456,5
5241268,82550266,1
411236344,6849697306,8
428387120,2075331099,4
411907329,108079371,1
1379545732,3180796957,6
1446481165,2191538275,10
546987248,7798943844,4
26857076,5216086143,0
1446918361,2325231532,7
1827007943,8639399331,0
1380347302,2729240519,7
1895397925,8639399331,0
1439975538,5245531105,1
2007369178,5215192467,11
435027,3099890643,10
4354868,6731584505,2
5188880,2622772649,5
287553,2269560597,0
1334027574,7339765787,5
2085836746,6909074810,5
2008498533,6722912887,2
1936128585,3013381425,1
1372933855,5245531105,1
2021695404,8285339830,5
1927766792,4926525704,4
1854644975,8742569444,9
27571867,7836653524,2
1929255463,8468655342,1
451126971,8451583843,2
486173081,71289185,4
2064658492,7492579115,5
785072,3071989740,0
523008521,7623370169,11
1472885932,3124730902,1
28660324,127866241,5
729434,452556145,1
26619423,119781436,0
1942734110,520028010,5
404543851,2674556767,10
481772107,8264087368,10
1863481157,7383958889,8
1312676169,2921195718,11
2101763945,8438276944,0
33035791,2065193913,1
26450092,2662806192,6
5257079,2616595628,0
28936355,5360711302,7
28977738,2898070707,7
1457709580,6703234172,3
1417684606,2986300351,11
590438,2547676742,5
1390299802,5051261564,8
690485,764892232,10
1306923998,8834437126,6
2591090,2622772649,5
1357343070,2514292753,4
472137753,2006137660,6
1919585147,3068013756,10
1471024962,5291727126,8
480426232,6788533717,5
446512608,2893104905,4
863552267,3109647052,4
1438865780,3089977976,6
1980721102,45800989,1
489506502,2251712567,6
1340699001,393255681,3
1387771310,947519921,7
492144016,7451282728,4
16686151,3022273858,9
498290392,2568871234,7
28713832,3188320750,3
1409136605,3109647052,6
1310081994,6887375105,8
41632479,5078649623,5
17961985,2320125716,2
1318242238,2251712567,6
1832709700,7788810335,6
2074765200,2960671071,5
1980780909,7576978438,2
35403116,753992806,6
1415505739,5227485062,8
547971231,7479151947,1
34766106,8381380716,4
446627373,2439654696,11
1960642479,8793598104,0
1472346447,6958527363,10
1311739776,2038809241,10
1322460396,8468147186,7
424060342,2696553336,4
1938061026,6661679721,2
2047404847,6652409916,9
2063845804,5216600680,7
36386813,8451633161,5
1841990210,5351683117,3
1356073625,6907280261,4
2074157481,5125565821,10
447280709,2639603847,9
771835,2547697280,10
463498197,2260912152,4
1472090867,2813982533,5
498710786,2250837022,1
1363304052,5185629665,5
2421028,8236088967,9
460628183,2202707535,5
1892143441,922768027,10
2046913468,2990680622,8
32320563,78919837,7
1393399284,5245317907,5
1807901896,2796008838,4
1941659161,772625385,6
473940166,867243542,7
554241256,6983063132,9
1849890880,2569255279,10
1979602866,7569659586,10
1992505,578339895,7
28098584,764892232,10
2005301244,7629620524,11
26748061,4938070670,7
472361103,78919837,7
404784868,2872125986,7
865518839,2702767405,10
1403435714,2687869264,7
1977455491,2331268433,0
1974302648,7462811274,2
2017290567,8382223127,9
1305175327,6645909061,2
1480504807,7693058689,2
1941517262,7321308129,6
430053182,3102271741,8
2011980994,8796273972,3
1865151636,7544083616,10
1918747702,2850814054,3
1934397216,4953737652,6
1912593418,8451890030,2
1957758904,2579624881,2
4978814,973135309,9
1301748430,5391567245,0
1355021665,5209217058,10
1813331245,6695313870,7
1435659788,8779949450,9
1383927341,2143011924,4
1206828,433135980,9
1960605228,7510446145,7
1474507089,3097162638,7
540351,996778989,10
28315295,5293395243,11
27510020,7738739767,4
1891751937,8718931804,8
1498379075,8731365015,9
1451292109,6968174686,2
2081817547,6755721491,2
2017217551,494614304,11
26788258,147931711,6
515816404,2255720648,1
1862477157,7561447595,5
506775238,8826758019,8
1809402959,5149582339,8
1907818593,2733491469,3
1898001278,8853655141,1
2086362003,8557439286,3
4910560,3211867727,5
1865194356,2055619600,9
1892366186,696692906,3
2012726027,8705297112,8
1894260256,8695517048,6
2004150070,7473673620,6
1322275138,8819423200,9
1861583359,7570092234,5
2049495339,8891834226,2
1913262091,414543409,7
489110016,2016107008,9
1933900719,8900866519,1
2072070157,7487572771,1
2088887669,2733491469,6
1919143155,5137419858,3
1807771,2850814054,7
1999274367,8518539805,3
1984992680,8533093401,6
1387600215,8173983871,11
2104008755,7487388018,8
27901665,2642969329,0
1917434451,8143754377,2
1938363322,8181704033,3
447926067,2870589995,5
1494536044,8859342509,8
1973590582,8375436828,5
1982721303,4909949798,5
819097,2231195732,0
97124,8815180751,9
1928965546,494614304,6
1836847247,5048018695,7
1386038739,2128095396,1
1863421765,2714180117,2
2061974991,2766794954,4
1843737597,8557439286,3
1498323661,8822754488,1
1891659180,2629085158,8
459954090,992750776,7
1957432690,8621500205,10
1991263172,2637085932,7
554245910,2643736986,11
871672,774475592,6
1413464902,8459907585,8
18449233,2098892084,10
1432229463,8423027355,4
462478986,448444610,11
1378048824,2561477071,6
1478179410,7237419999,10
28768539,25787308,7
2004464787,6971801179,6
2008681,2358380150,10
1465959494,6882130142,2
1449631705,8257649679,5
2003270341,6686195209,10
1928429852,375782379,11
27968003,473762617,5
2078736279,4938070670,7
2125045,78919837,7
1948651272,5315893998,5
1951533067,2879635534,11
2019827281,4895239160,5
453176155,3075796364,4
1961825596,7236642242,3
1369665782,2386787779,8
674375,643905772,11
1938306786,8149337071,0
1427084803,2561477071,11
1983560743,8254898405,7
31719178,156934569,5
1855457535,7461372786,8
2045440513,2886558370,8
2025104206,8433165333,2
1377594892,7061500693,3
1884293009,2009246459,1
1403786342,2431972562,1
1992410259,8871355268,3
1936043622,2817576501,11
1983501304,7383958889,4
404465076,2239521762,1
145282,7552091727,7
2036513619,8497042197,6
565943427,8029063490,5
405089429,596729952,4
1953242509,6722912887,2
1993433399,8584733692,9
2000774523,8177639593,5
2093976903,7509908974,9
482999247,6883618134,1
1929262947,8113289667,3
1458727737,6787270190,9
1877711561,772625385,6
524969672,2403593442,10
1442411301,7059968623,5
528588598,8377832120,3
1352962991,362391732,6
1984552996,2583938228,10
1870301734,7350809437,0
1938248779,7827327562,4
33111884,392109198,8
559647605,2768542072,10
2019584545,6755021478,1
20531561,5061259006,1
2036019622,7782126155,11
34144434,159908000,1
1406642934,2796338476,4
1848498756,8306586420,3
2102066775,7521700142,9
41644229,7357163083,1
1891758656,108388581,5
814896,2547676742,5
1428815066,696692906,3
28687120,8451255502,2
1420759211,7457609223,10
427609546,5157273379,10
1960557710,7406005280,9
427419092,2885944386,5
451376072,3061826802,8
1461150974,8053582697,8
1476465982,8582816416,0
2027757089,7558170824,1
1851228570,7490786478,3
2060848343,8808455510,3
18309201,7716181476,4
2031469840,2128095396,1
1367026843,889163156,5
1438440670,7453089380,6
1907349372,6690281281,8
1988521083,7309208536,7
1465592023,4979491407,6
27515264,3236637334,5
1334477333,5245531105,1
1374475882,8451439957,11
2000954312,2789617864,10
17724535,8517257201,4
29814204,78919837,7
462688243,2098892084,4
1869161122,405401135,8
1451743672,6760243251,5
399354351,473445872,4
1959952733,7730337948,5
1449534297,3031464314,9
1831773096,922768027,10
2019174945,7406005280,4
1428808638,900869186,6
571593637,2055619600,2
1376873919,2919993727,6
33187338,2886490305,10
435872318,605740292,5
1297971264,2342244038,2
1865115503,3111937014,9
2039295463,7473673620,6
1924224595,8471527959,3
2095867667,7543877644,10
1404596131,2669481779,11
1416028934,6927489395,7
436668736,6812369,3
1831485271,7061500693,3
524003142,8451855043,11
470774529,430359207,7
2050954543,4867431860,6
17639340,2600475392,2
1828600375,5432222238,2
1915475016,6892262408,3
1938215637,5038621062,9
1820909351,7026432007,0
4077203,71289185,4
1846346339,3194673605,0
1483217346,2420151583,6
1350931511,2639603847,9
27756843,2026775541,8
1875368191,8448104200,4
29250517,6958527363,10
399343328,3091075906,6
1298089601,2202375214,2
28188036,7433846767,5
1951687822,2128095396,1
1369545470,2163404529,9
544151692,6598065320,1
1600500,8480282278,8
565975083,1986235577,7
2011168981,8796273972,11
416241,46298231,7
1887203175,2251712567,6
2010357876,8653510334,6
2000523855,6690281281,8
1472645931,3102875373,4
1998965720,802060431,6
33418500,551311150,1
1413647083,2474391349,8
1386056824,5265970352,8
2108696761,8709191791,8
41462820,154279430,10
1947948874,2605491565,8
26450086,3061557283,6
1971966545,8592569865,2
1920658259,2941287037,4
1838532435,772625385,3
139286,2457752542,5
1329854351,7730245506,6
564833384,7047238269,3
1850847524,6947962261,3
22064610,47654223,9
1417855609,3102271741,8
1377558035,4918510916,10
1961762518,6927489395,10
864100522,4882049068,1
1347767074,4880337542,8
2009573690,7122562321,0
1968869187,6695508209,1
29787579,1982066521,0
1831452790,8299541562,3
500412245,633483795,1
427373344,2224319101,6
455604999,6885360017,2
1346758205,2383337345,6
1997223440,2305978163,10
1864733674,3095740284,4
1336856228,635134983,8
2043612557,6755021478,11
29732222,635903110,2
1400091093,3022273858,9
1821887964,5366610224,8
1876179152,7619081451,5
1806286008,3137769911,6
1382596574,2428562475,2
1458943722,772625385,3
20733585,2561477071,11
1912913886,2302431718,6
1463713937,2784709856,2
1498545797,6787270190,9
1931751121,6947962261,6
